Canal,Trozo_1,Trozo_2,Trozo_3,Trozo_4,Trozo_5,Trozo_6,Trozo_7,Trozo_8,Trozo_9,Trozo_10,Trozo_11,Trozo_12
L05,7.03E+12,1.68E+13,2.57E+13,3.21E+13,3.63E+13,3.88E+13,3.87E+13,3.59E+13,3.18E+13,2.56E+13,1.69E+13,7.02E+12
L06,7.58E+12,1.81E+13,2.70E+13,3.28E+13,3.61E+13,3.83E+13,3.80E+13,3.55E+13,3.21E+13,2.63E+13,1.75E+13,7.37E+12
L07,7.77E+12,1.84E+13,2.75E+13,3.28E+13,3.50E+13,3.67E+13,3.63E+13,3.40E+13,3.22E+13,2.74E+13,1.84E+13,7.77E+12
L08,8.07E+12,1.91E+13,2.83E+13,3.31E+13,3.44E+13,3.58E+13,3.54E+13,3.34E+13,3.22E+13,2.75E+13,1.85E+13,7.83E+12
L09,8.04E+12,1.89E+13,2.78E+13,3.26E+13,3.40E+13,3.57E+13,3.55E+13,3.35E+13,3.22E+13,2.78E+13,1.90E+13,8.06E+12
L10,8.20E+12,1.92E+13,2.74E+13,3.15E+13,3.39E+13,3.61E+13,3.59E+13,3.36E+13,3.10E+13,2.68E+13,1.86E+13,7.98E+12
L11,8.09E+12,1.87E+13,2.57E+13,2.79E+13,3.40E+13,3.68E+13,3.67E+13,3.38E+13,2.77E+13,2.59E+13,1.89E+13,8.11E+12
L12,8.17E+12,1.90E+13,2.60E+13,2.78E+13,3.38E+13,3.66E+13,3.66E+13,3.37E+13,2.76E+13,2.55E+13,1.85E+13,8.01E+12
L13,8.00E+12,1.87E+13,2.68E+13,3.09E+13,3.34E+13,3.57E+13,3.57E+13,3.34E+13,3.09E+13,2.70E+13,1.89E+13,8.08E+12
L14,8.05E+12,1.90E+13,2.77E+13,3.20E+13,3.32E+13,3.51E+13,3.51E+13,3.31E+13,3.17E+13,2.72E+13,1.85E+13,7.89E+12
L15,7.80E+12,1.84E+13,2.73E+13,3.19E+13,3.29E+13,3.49E+13,3.49E+13,3.29E+13,3.19E+13,2.76E+13,1.87E+13,7.89E+12
L16,7.72E+12,1.83E+13,2.71E+13,3.18E+13,3.35E+13,3.56E+13,3.56E+13,3.34E+13,3.16E+13,2.67E+13,1.79E+13,7.58E+12
L17,7.31E+12,1.74E+13,2.60E+13,3.17E+13,3.49E+13,3.73E+13,3.73E+13,3.49E+13,3.17E+13,2.63E+13,1.76E+13,7.39E+12
L18,6.96E+12,1.67E+13,2.53E+13,3.13E+13,3.53E+13,3.79E+13,3.79E+13,3.53E+13,3.12E+13,2.50E+13,1.64E+13,6.85E+12
L19,6.26E+12,1.52E+13,2.37E+13,3.02E+13,3.50E+13,3.74E+13,3.74E+13,3.49E+13,3.02E+13,2.38E+13,1.52E+13,6.27E+12
L20,5.34E+12,1.31E+13,2.11E+13,2.75E+13,3.20E+13,3.42E+13,3.42E+13,3.20E+13,2.74E+13,2.10E+13,1.30E+13,5.29E+12
L21,4.08E+12,1.02E+13,1.71E+13,2.29E+13,2.69E+13,2.88E+13,2.88E+13,2.69E+13,2.30E+13,1.72E+13,1.03E+13,4.10E+12
L22,2.53E+12,6.47E+12,1.16E+13,1.62E+13,1.93E+13,2.07E+13,2.06E+13,1.92E+13,1.62E+13,1.16E+13,6.39E+12,2.50E+12
M01,2.60E+12,6.64E+12,1.20E+13,1.67E+13,1.98E+13,2.12E+13,2.11E+13,1.97E+13,1.66E+13,1.18E+13,6.51E+12,2.54E+12
M02,4.20E+12,1.05E+13,1.77E+13,2.36E+13,2.77E+13,2.95E+13,2.95E+13,2.76E+13,2.35E+13,1.76E+13,1.05E+13,4.18E+12
M03,5.50E+12,1.35E+13,2.19E+13,2.85E+13,3.30E+13,3.52E+13,3.51E+13,3.29E+13,2.83E+13,2.16E+13,1.33E+13,5.40E+12
M04,6.45E+12,1.57E+13,2.47E+13,3.16E+13,3.63E+13,3.86E+13,3.85E+13,3.61E+13,3.14E+13,2.46E+13,1.56E+13,6.40E+12
M05,7.17E+12,1.73E+13,2.67E+13,3.35E+13,3.71E+13,3.94E+13,3.92E+13,3.67E+13,3.30E+13,2.61E+13,1.68E+13,6.99E+12
M06,7.53E+12,1.80E+13,2.74E+13,3.40E+13,3.68E+13,3.89E+13,3.86E+13,3.63E+13,3.36E+13,2.74E+13,1.80E+13,7.53E+12
M07,7.94E+12,1.89E+13,2.83E+13,3.37E+13,3.56E+13,3.72E+13,3.68E+13,3.46E+13,3.28E+13,2.76E+13,1.83E+13,7.71E+12
M08,8.00E+12,1.89E+13,2.83E+13,3.34E+13,3.48E+13,3.62E+13,3.58E+13,3.38E+13,3.28E+13,2.82E+13,1.90E+13,8.01E+12
M09,8.22E+12,1.94E+13,2.84E+13,3.30E+13,3.44E+13,3.61E+13,3.58E+13,3.38E+13,3.24E+13,2.77E+13,1.88E+13,7.98E+12
M10,8.12E+12,1.90E+13,2.73E+13,3.16E+13,3.42E+13,3.64E+13,3.62E+13,3.38E+13,3.14E+13,2.74E+13,1.91E+13,8.15E+12
M11,8.24E+12,1.92E+13,2.63E+13,2.82E+13,3.42E+13,3.70E+13,3.69E+13,3.40E+13,2.79E+13,2.57E+13,1.87E+13,8.06E+12
M12,8.12E+12,1.88E+13,2.59E+13,2.80E+13,3.41E+13,3.69E+13,3.68E+13,3.39E+13,2.79E+13,2.60E+13,1.90E+13,8.15E+12
M13,8.18E+12,1.91E+13,2.74E+13,3.13E+13,3.37E+13,3.60E+13,3.59E+13,3.36E+13,3.11E+13,2.69E+13,1.87E+13,8.00E+12
M14,7.98E+12,1.88E+13,2.76E+13,3.22E+13,3.35E+13,3.54E+13,3.54E+13,3.35E+13,3.22E+13,2.78E+13,1.90E+13,8.06E+12
M15,7.98E+12,1.89E+13,2.80E+13,3.25E+13,3.34E+13,3.53E+13,3.53E+13,3.34E+13,3.23E+13,2.75E+13,1.85E+13,7.81E+12
M16,7.67E+12,1.82E+13,2.73E+13,3.24E+13,3.41E+13,3.62E+13,3.61E+13,3.41E+13,3.25E+13,2.75E+13,1.84E+13,7.74E+12
M17,7.47E+12,1.79E+13,2.71E+13,3.31E+13,3.57E+13,3.79E+13,3.79E+13,3.56E+13,3.29E+13,2.67E+13,1.75E+13,7.34E+12
M18,6.93E+12,1.67E+13,2.58E+13,3.26E+13,3.61E+13,3.85E+13,3.85E+13,3.61E+13,3.26E+13,2.59E+13,1.68E+13,6.99E+12
M19,6.34E+12,1.54E+13,2.43E+13,3.09E+13,3.55E+13,3.78E+13,3.78E+13,3.54E+13,3.08E+13,2.41E+13,1.53E+13,6.28E+12
M20,5.34E+12,1.31E+13,2.13E+13,2.78E+13,3.23E+13,3.45E+13,3.44E+13,3.23E+13,2.78E+13,2.13E+13,1.32E+13,5.35E+12
M21,4.14E+12,1.04E+13,1.74E+13,2.32E+13,2.71E+13,2.90E+13,2.89E+13,2.71E+13,2.31E+13,1.72E+13,1.02E+13,4.09E+12
M22,2.52E+12,6.44E+12,1.17E+13,1.63E+13,1.94E+13,2.07E+13,2.07E+13,1.93E+13,1.63E+13,1.17E+13,6.47E+12,2.53E+12
N01,2.42E+12,6.21E+12,1.13E+13,1.60E+13,1.90E+13,2.04E+13,2.03E+13,1.89E+13,1.59E+13,1.13E+13,6.18E+12,2.41E+12
N02,4.07E+12,1.02E+13,1.72E+13,2.30E+13,2.70E+13,2.88E+13,2.87E+13,2.68E+13,2.28E+13,1.69E+13,9.99E+12,3.99E+12
N03,5.32E+12,1.31E+13,2.13E+13,2.80E+13,3.25E+13,3.47E+13,3.46E+13,3.24E+13,2.78E+13,2.12E+13,1.31E+13,5.30E+12
N04,6.36E+12,1.55E+13,2.45E+13,3.14E+13,3.62E+13,3.85E+13,3.84E+13,3.60E+13,3.12E+13,2.42E+13,1.53E+13,6.27E+12
N05,7.00E+12,1.69E+13,2.63E+13,3.35E+13,3.75E+13,3.98E+13,3.97E+13,3.71E+13,3.33E+13,2.63E+13,1.70E+13,7.03E+12
N06,7.57E+12,1.82E+13,2.77E+13,3.44E+13,3.75E+13,3.96E+13,3.94E+13,3.70E+13,3.38E+13,2.72E+13,1.77E+13,7.40E+12
N07,7.79E+12,1.85E+13,2.81E+13,3.39E+13,3.62E+13,3.79E+13,3.75E+13,3.53E+13,3.33E+13,2.80E+13,1.86E+13,7.81E+12
N08,8.10E+12,1.92E+13,2.87E+13,3.39E+13,3.54E+13,3.68E+13,3.65E+13,3.44E+13,3.31E+13,2.80E+13,1.87E+13,7.88E+12
N09,8.08E+12,1.91E+13,2.83E+13,3.33E+13,3.48E+13,3.65E+13,3.63E+13,3.43E+13,3.29E+13,2.83E+13,1.92E+13,8.11E+12
N10,8.25E+12,1.94E+13,2.80E+13,3.23E+13,3.45E+13,3.66E+13,3.65E+13,3.42E+13,3.18E+13,2.74E+13,1.88E+13,8.03E+12
N11,8.14E+12,1.89E+13,2.65E+13,2.91E+13,3.46E+13,3.72E+13,3.71E+13,3.44E+13,2.89E+13,2.66E+13,1.91E+13,8.17E+12
N12,8.22E+12,1.92E+13,2.67E+13,2.90E+13,3.45E+13,3.71E+13,3.70E+13,3.43E+13,2.88E+13,2.62E+13,1.87E+13,8.05E+12
N13,8.06E+12,1.89E+13,2.74E+13,3.18E+13,3.41E+13,3.63E+13,3.62E+13,3.40E+13,3.18E+13,2.76E+13,1.91E+13,8.12E+12
N14,8.11E+12,1.92E+13,2.82E+13,3.27E+13,3.40E+13,3.59E+13,3.59E+13,3.39E+13,3.25E+13,2.77E+13,1.87E+13,7.93E+12
N15,7.86E+12,1.86E+13,2.78E+13,3.28E+13,3.40E+13,3.59E+13,3.59E+13,3.40E+13,3.28E+13,2.80E+13,1.88E+13,7.92E+12
N16,7.77E+12,1.85E+13,2.78E+13,3.30E+13,3.48E+13,3.69E+13,3.69E+13,3.47E+13,3.27E+13,2.73E+13,1.81E+13,7.59E+12
N17,7.35E+12,1.76E+13,2.69E+13,3.34E+13,3.64E+13,3.87E+13,3.86E+13,3.63E+13,3.34E+13,2.70E+13,1.77E+13,7.38E+12
N18,6.97E+12,1.68E+13,2.60E+13,3.29E+13,3.66E+13,3.90E+13,3.89E+13,3.65E+13,3.26E+13,2.56E+13,1.64E+13,6.81E+12
N19,6.22E+12,1.51E+13,2.39E+13,3.07E+13,3.54E+13,3.77E+13,3.77E+13,3.53E+13,3.06E+13,2.39E+13,1.51E+13,6.19E+12
N20,5.25E+12,1.30E+13,2.10E+13,2.74E+13,3.19E+13,3.40E+13,3.39E+13,3.18E+13,2.73E+13,2.08E+13,1.28E+13,5.18E+12
N21,3.95E+12,9.89E+12,1.67E+13,2.25E+13,2.64E+13,2.82E+13,2.82E+13,2.64E+13,2.25E+13,1.68E+13,9.93E+12,3.96E+12
N22,2.38E+12,6.11E+12,1.11E+13,1.57E+13,1.86E+13,2.00E+13,2.00E+13,1.86E+13,1.56E+13,1.11E+13,6.04E+12,2.36E+12
O01,2.05E+12,5.26E+12,9.79E+12,1.40E+13,1.67E+13,1.80E+13,1.79E+13,1.67E+13,1.39E+13,9.64E+12,5.14E+12,1.99E+12
O02,3.69E+12,9.25E+12,1.58E+13,2.14E+13,2.52E+13,2.70E+13,2.69E+13,2.51E+13,2.12E+13,1.57E+13,9.22E+12,3.67E+12
O03,5.04E+12,1.24E+13,2.02E+13,2.66E+13,3.11E+13,3.32E+13,3.31E+13,3.09E+13,2.63E+13,1.99E+13,1.22E+13,4.95E+12
O04,6.07E+12,1.48E+13,2.34E+13,3.02E+13,3.52E+13,3.77E+13,3.75E+13,3.50E+13,3.00E+13,2.33E+13,1.47E+13,6.04E+12
O05,6.86E+12,1.66E+13,2.56E+13,3.26E+13,3.74E+13,4.00E+13,3.98E+13,3.71E+13,3.23E+13,2.53E+13,1.63E+13,6.79E+12
O06,7.31E+12,1.75E+13,2.67E+13,3.36E+13,3.79E+13,4.02E+13,4.00E+13,3.74E+13,3.33E+13,2.68E+13,1.76E+13,7.35E+12
