********************************************************************************
Filename: J:\AFCIS_DATA\E1 24\E1 24 O13\E1 24 O13 GA\E1 24 O13 DWS M02.fccp
Collected: 2024/08/16 21:30:47
"Report Created: 2024/10/22 14:36:47"
"Channels: Diameter (1)"
"Axial Range: 2000.00 to 9000.00"
"Rotational Range: ALL"
"Z Range: 103.0000 to 108.0000"
"Percentiles: 1.0 to 97.0"
"Threshold: -10000000.0000 to 10000000.0000"
"Channel: Diameter (1) "
"Axial Offset: 20.40"
"Rotational Offset: 90.00"
"EU Offset: 794771.348376"
"EU Divisor: -7430.619992"
Axial,Minimum,Maximum,Mean
6420.5504,105.1105,105.1590,105.1371
6429.5001,105.0960,105.1420,105.1212
6438.4498,105.0759,105.1179,105.0989
6447.4000,105.0588,105.0921,105.0750
6456.4000,105.0504,105.0695,105.0590
6465.2999,105.0512,105.0736,105.0633
6474.1500,105.0702,105.1037,105.0866
6483.0001,105.0994,105.1321,105.1162
6491.9000,105.1304,105.1549,105.1431
6500.8502,105.1549,105.1749,105.1637
6509.6998,105.1676,105.1876,105.1771
6518.5504,105.1786,105.1965,105.1864
6527.5001,105.1805,105.2049,105.1930
6536.5001,105.1828,105.2144,105.1990
6545.5001,105.1844,105.2228,105.2042
6554.4498,105.1895,105.2304,105.2095
6563.3502,105.1932,105.2360,105.2136
6572.2496,105.1972,105.2389,105.2167
6581.1500,105.1996,105.2389,105.2172
6590.0504,105.1983,105.2376,105.2160
6598.9498,105.1965,105.2335,105.2138
6607.7999,105.1926,105.2292,105.2113
6616.6500,105.1891,105.2249,105.2084
6625.6002,105.1856,105.2215,105.2059
6634.5504,105.1855,105.2189,105.2040
6643.4498,105.1845,105.2163,105.2022
6652.4000,105.1831,105.2143,105.2008
6661.3502,105.1810,105.2137,105.2001
6670.2496,105.1796,105.2143,105.2001
6679.1500,105.1784,105.2158,105.2015
6688.0001,105.1806,105.2207,105.2054
6696.8502,105.1867,105.2275,105.2122
6705.7496,105.1938,105.2353,105.2193
6714.6500,105.1967,105.2374,105.2232
6723.5504,105.1972,105.2360,105.2230
6732.4498,105.1957,105.2325,105.2204
6741.4000,105.1944,105.2315,105.2185
6750.3502,105.1930,105.2326,105.2187
6759.2999,105.1948,105.2351,105.2202
6768.1998,105.1960,105.2380,105.2213
6777.0504,105.1963,105.2413,105.2231
6785.9498,105.1989,105.2430,105.2245
6794.7999,105.1996,105.2447,105.2254
6803.6500,105.2014,105.2447,105.2259
6812.5504,105.2006,105.2446,105.2252
6821.4498,105.1992,105.2435,105.2239
6830.4000,105.1963,105.2419,105.2216
6839.3502,105.1936,105.2384,105.2188
6848.2999,105.1880,105.2353,105.2153
6857.2496,105.1855,105.2320,105.2123
6866.1998,105.1819,105.2272,105.2090
6875.1002,105.1805,105.2225,105.2056
6883.9498,105.1785,105.2193,105.2035
6892.7999,105.1812,105.2156,105.2029
6901.6500,105.1849,105.2123,105.2021
6910.5504,105.1723,105.2089,105.1977
6919.4498,105.1658,105.2034,105.1887
6928.3502,105.1447,105.1929,105.1723
6937.2496,105.1152,105.1761,105.1509
6946.1500,105.0864,105.1556,105.1276
6955.1002,105.0661,105.1417,105.1151
6964.0504,105.0617,105.1654,105.1225
6972.9498,105.0688,105.1964,105.1450
6981.8502,105.0968,105.2171,105.1715
6990.7496,105.1360,105.2304,105.1924
6999.6500,105.1613,105.2364,105.2044
7008.5504,105.1710,105.2397,105.2107
7017.4498,105.1792,105.2427,105.2136
7026.3502,105.1770,105.2450,105.2147
7035.2999,105.1735,105.2474,105.2147
7044.2999,105.1719,105.2502,105.2149
7053.2999,105.1691,105.2522,105.2154
7062.2496,105.1734,105.2537,105.2174
7071.1500,105.1762,105.2547,105.2197
7080.0001,105.1827,105.2553,105.2220
7088.8502,105.1867,105.2530,105.2233
7097.6998,105.1903,105.2502,105.2233
7106.5504,105.1926,105.2464,105.2220
7115.4498,105.1919,105.2416,105.2191
7124.3502,105.1897,105.2365,105.2157
7133.2496,105.1898,105.2310,105.2122
7142.1998,105.1894,105.2261,105.2089
7151.1500,105.1875,105.2217,105.2057
7160.0504,105.1905,105.2172,105.2034
7168.9498,105.1906,105.2136,105.2019
7177.8502,105.1906,105.2123,105.2012
7186.6998,105.1909,105.2132,105.2021
7195.5504,105.1942,105.2151,105.2046
7204.4498,105.1979,105.2183,105.2074
7213.2999,105.1958,105.2177,105.2073
7222.1998,105.1949,105.2139,105.2045
7231.1500,105.1876,105.2092,105.2000
7240.0504,105.1801,105.2057,105.1953
7249.0001,105.1742,105.2046,105.1913
7257.9498,105.1692,105.2035,105.1880
7266.8502,105.1658,105.2019,105.1843
7275.7496,105.1637,105.1975,105.1805
7284.6002,105.1598,105.1923,105.1757
7293.4498,105.1552,105.1882,105.1712
7302.2999,105.1509,105.1848,105.1670
7311.1500,105.1475,105.1829,105.1631
7320.0504,105.1432,105.1813,105.1591
7328.9498,105.1401,105.1785,105.1549
7337.8502,105.1364,105.1759,105.1514
7346.7496,105.1318,105.1749,105.1487
7355.6998,105.1286,105.1732,105.1459
7364.6500,105.1238,105.1689,105.1425
7373.5504,105.1191,105.1645,105.1386
7382.4498,105.1108,105.1583,105.1339
7391.2999,105.1027,105.1528,105.1291
7400.1500,105.0952,105.1498,105.1245
7409.0504,105.0832,105.1426,105.1149
7417.9498,105.0646,105.1321,105.1024
7426.8502,105.0395,105.1140,105.0816
7435.6998,105.0111,105.0917,105.0556
7444.6002,104.9891,105.0667,105.0310
7453.5504,104.9804,105.0493,105.0200
7462.4498,104.9842,105.0566,105.0274
7471.3502,105.0030,105.0766,105.0463
7480.2496,105.0268,105.0903,105.0647
7489.1998,105.0458,105.0992,105.0769
7498.1002,105.0578,105.1045,105.0831
7506.9498,105.0595,105.1085,105.0864
7515.9000,105.0615,105.1103,105.0878
7524.8502,105.0637,105.1119,105.0882
7533.7496,105.0654,105.1108,105.0868
7542.6998,105.0610,105.1074,105.0833
7551.6500,105.0549,105.1054,105.0789
7560.5504,105.0501,105.1020,105.0739
7569.4498,105.0459,105.0977,105.0688
7578.3502,105.0428,105.0926,105.0641
7587.2999,105.0372,105.0866,105.0582
7596.1998,105.0334,105.0788,105.0516
7605.0504,105.0300,105.0712,105.0457
7613.9498,105.0251,105.0626,105.0398
7622.8502,105.0206,105.0531,105.0338
7631.7999,105.0139,105.0435,105.0269
7640.7999,105.0073,105.0345,105.0213
7649.7496,104.9976,105.0272,105.0162
7658.6500,104.9934,105.0225,105.0119
7667.5504,104.9956,105.0186,105.0081
7676.4498,104.9910,105.0151,105.0040
7685.2999,104.9877,105.0107,105.0002
7694.1500,104.9836,105.0080,104.9957
7703.0504,104.9733,105.0037,104.9907
7711.9498,104.9691,104.9984,104.9855
